english	translation	category	sub_category	source
Ernest the Chicken	小鸡欧内斯特	manual	quest	
Investigate the whereabouts of Ernest.	调查欧内斯特的下落	manual	quest	
Eyes of Glouphrie, The	格卢弗里的眼睛	manual	quest	
The Eyes of Glouphrie	格卢弗里的眼睛	manual	quest	
Gain a Crystal Saw Seed.	获得水晶锯种子	manual	quest	
Fairytale I - Growing Pains	童话 I-成长的烦恼	manual	quest	
Learn how to teleport using Fairy Rings (start Fairytale II).	学习如何使用仙女环传送 (开始童话 II)	manual	quest	
Fairytale II - Cure a Queen	童话 II-治愈女王	manual	quest	
Investigate what's really going on in Zanaris.	调查萨那利斯真正发生的事情	manual	quest	
Family Crest	家徽	manual	quest	
Gain Skill-imbued Gauntlets.	获得技能灌注手套	manual	quest	
Family Pest	家族害虫	manual	quest	
MQ: Family Pest	迷你任务：家族害虫	manual	quest	
Gain the ability to own all Skill-imbued Gauntlets.	获得拥有所有技能灌注手套的能力	manual	quest	
Feud, The	世仇	manual	quest	
The Feud	世仇	manual	quest	
Learn how to use a Blackjack.	学习如何使用短棍	manual	quest	
Fight Arena	战斗竞技场	manual	quest	
Gain the Khazard armour.	获得卡扎德盔甲	manual	quest	
Fishing Contest	钓鱼大赛	manual	quest	
Gain access to White Wolf Mountain Pass.	获得进入白狼山通道的权限	manual	quest	
Forgettable Tale...	被遗忘的故事…	manual	quest	
Forsaken Tower, The	被遗弃之塔	manual	quest	
The Forsaken Tower	被遗弃之塔	manual	quest	
Gain the Lovakengj Memoirs teleport.	获得洛瓦肯吉回忆录传送	manual	quest	
Fremennik Exiles, The	费明尼克流亡者	manual	quest	
The Fremennik Exiles	费明尼克流亡者	manual	quest	
Gain a V's Shield.	获得 V 的盾	manual	quest	
Fremennik Isles, The	费明尼克群岛	manual	quest	
The Fremennik Isles	费明尼克群岛	manual	quest	
Gain a Helm of Neitiznot.	获得奈提兹诺头盔	manual	quest	
Fremennik Trials, The	费明尼克试炼	manual	quest	
The Fremennik Trials	费明尼克试炼	manual	quest	
Gain great XP in several skills.	在多个技能中获得大量经验值	manual	quest	
Garden of Tranquillity	宁静花园	manual	quest	
Gain an Activated Ring of Charos.	获得已激活的查罗斯戒指	manual	quest	
General's Shadow, The	将军之影	manual	quest	
The General's Shadow	将军之影	manual	quest	
MQ: The General's Shadow	迷你任务：将军之影	manual	quest	
Gain the Shadow Sword.	获得暗影之剑	manual	quest	
Gertrude's Cat	格特鲁德的猫	manual	quest	
Gain a pet Kitten.	获得宠物小猫	manual	quest	
Getting Ahead	领先一步	manual	quest	
Help Gordon protect his farm.	帮助戈登保护他的农场	manual	quest	
Ghosts Ahoy	幽灵出没	manual	quest	
Gain access to Ectophial teleportation.	获得使用灵瓶传送的权限	manual	quest	
Giant Dwarf, The	巨大的矮人	manual	quest	
The Giant Dwarf	巨大的矮人	manual	quest	
Learn how to travel by minecart.	学习如何乘坐矿车旅行	manual	quest	
Goblin Diplomacy	哥布林外交	manual	quest	
Investigate the disturbance in Goblin Village.	调查哥布林村庄的骚乱	manual	quest	
Golem, The	魔像	manual	quest	
The Golem	魔像	manual	quest	
Gain access to the Carpet rides to Uzer.	获得乘坐地毯前往乌泽的权限	manual	quest	
Grand Tree, The	大树家园	manual	quest	
The Grand Tree	大树家园	manual	quest	
Gain access to the Gnome Glider transportation.	获得使用地精滑翔机运输系统的权限	manual	quest	
Great Brain Robbery, The	脑袋大劫案	manual	quest	
The Great Brain Robbery	脑袋大劫案	manual	quest	
Gain a Barrelchest Anchor.	获得桶箱锚	manual	quest	
Grim Tales	恐怖故事	manual	quest	
Hand in the Sand, The	沙中之手	manual	quest	
The Hand in the Sand	沙中之手	manual	quest	
Gain access to the Wizards' Guild Rune Shop.	获得进入法师公会符文店的权限	manual	quest	
Haunted Mine	闹鬼矿场	manual	quest	
Gain a Salve Amulet.	获得萨鲁夫护符	manual	quest	
Hazeel Cult	哈兹尔邪教	manual	quest	
Gain the Carnillean armour.	获得卡尼利安盔甲	manual	quest	
Heroes' Quest	英雄任务	manual	quest	
Learn how to wield Dragon Battleaxes and Maces.	学习如何使用龙金战斧和龙金钉锤	manual	quest	
Holy Grail	圣杯	manual	quest	
Gain great Prayer and Defence XP.	获得大量祈祷和防御经验值	manual	quest	
Horror from the Deep	深海惊魂	manual	quest	
Gain a God book.	获得神之书	manual	quest	
Icthlarin's Little Helper	伊克哈林的小帮手	manual	quest	
Gain access to Sophanem.	获得进入索法尼恩的权限	manual	quest	
Imp Catcher	小恶魔捕手	manual	quest	
Gain early game Magic XP.	获得游戏早期的魔法经验值	manual	quest	
In Aid of the Myreque	援助迈雷克	manual	quest	
Gain access to the Temple Trekking minigame.	获得进入神殿徒步小游戏的权限	manual	quest	
In Search of Knowledge	寻找知识	manual	quest	
MQ: In Search of Knowledge	迷你任务：寻找知识	manual	quest	
Gain an XP Lamp.	获得经验值神灯	manual	quest	
In Search of the Myreque	寻找迈雷克	manual	quest	
Start the Myreque storyline.	开始迈雷克故事线	manual	quest	
Jungle Potion	丛林药水	manual	quest	
Assist Trufitus Shakaya with his ritual.	协助特鲁菲图斯‧沙卡亚进行仪式	manual	quest	
Kingdom Divided, A	分裂的王国	manual	quest	
A Kingdom Divided	分裂的王国	manual	quest	
Learn how to cast Resurrection spells.	学习如何施放复活法术	manual	quest	
King's Ransom	国王的赎金	manual	quest	
Learn how to use the Chivalry and Piety prayers.	学习如何使用骑士精神和虔诚祈祷	manual	quest	
Knight's Sword, The	骑士之剑	manual	quest	
The Knight's Sword	骑士之剑	manual	quest	
Gain great Smithing XP.	获得大量锻造经验值	manual	quest	
Lair of Tarn Razorlor	塔恩‧雷泽洛尔的巢穴	manual	quest	
MQ: Lair of Tarn Razorlor	迷你任务：塔恩‧雷泽洛尔的巢穴	manual	quest	
Gain an enchanted Salve Amulet.	获得附魔的萨鲁夫护符	manual	quest	
Legends' Quest	传奇任务	manual	quest	
Gain access to the Legend's Guild.	获得进入传奇公会的权限	manual	quest	
Lost City	失落之城	manual	quest	
Gain access to Zanaris.	获得进入萨那利斯的权限	manual	quest	
Lost Tribe, The	失落的部落	manual	quest	
The Lost Tribe	失落的部落	manual	quest	
Gain access to the Bone Weapon Shop.	获得进入骨制武器店的权限	manual	quest	
Lunar Diplomacy	月亮外交	manual	quest	
Learn how to cast Lunar spells.	学习如何施放月魔法	manual	quest	
Mage Arena I	魔法师竞技场 I	manual	quest	
MQ: Mage Arena I	迷你任务：魔法师竞技场 I	manual	quest	
Unlock the God spells.	解锁神术	manual	quest	
Mage Arena II	魔法师竞技场 II	manual	quest	
MQ: Mage Arena II	迷你任务：魔法师竞技场 II	manual	quest	
Learn how to imbue the God Capes.	学习如何强化神之斗篷	manual	quest	
Making Friends with My Arm	与''我的手臂''交朋友	manual	quest	
Gain great XP and a disease-free herb patch.	获得大量经验值和无病害草药种植地	manual	quest	
Making History	缔造历史	manual	quest	
Help Jorral restore a historic location.	协助乔拉尔修复一处历史遗迹	manual	quest	
Merlin's Crystal	梅林的水晶	manual	quest	
Assist King Arthur in Camelot.	在卡美洛城堡协助亚瑟王	manual	quest	
Misthalin Mystery	米斯特林之谜	manual	quest	
Monkey Madness I	疯狂的猴子 I	manual	quest	
Learn how to wield Dragon Scimitars.	学习如何使用龙金弯刀	manual	quest	
Monkey Madness II	疯狂的猴子 II	manual	quest	
Gain great XP and a Royal Seed Pod.	获得大量经验值和皇家种子荚	manual	quest	
Monk's Friend	僧侣之友	manual	quest	
Gain early game Woodcutting XP.	获得游戏早期的伐木经验值	manual	quest	
Mountain Daughter	山的女儿	manual	quest	
Help the people of the Mountain Tribe.	帮助山地部落的人民	manual	quest	
Mourning's End Part I	哀悼的终结  I	manual	quest	
Gain great Hitpoint and Thieving XP.	获得大量生命值和偷窃经验值	manual	quest	
Mourning's End Part II	哀悼的终结 II	manual	quest	
Learn how to craft Death Runes.	学习如何制作死亡符石	manual	quest	
Murder Mystery	谋杀案之谜	manual	quest	
Investigate a murder at Sinclair Mansion.	调查辛克莱尔公馆的谋杀案	manual	quest	
My Arm's Big Adventure	'我的手臂''大冒险	manual	quest	
Gain access to a disease-free herb patch.	获得免受病害影响的草药种植地	manual	quest	
Nature Spirit	自然之灵	manual	quest	
Gain access to Mort Myre and the Nature Altar.	获得进入莫特迈耶和自然祭坛的权限	manual	quest	
Night at the Theatre, A	剧场之夜	manual	quest	
A Night at the Theatre	剧场之夜	manual	quest	
Experience the Theatre of Blood.	体验血腥剧场	manual	quest	
Observatory Quest	天文台任务	manual	quest	
Gain an Unholy Symbol Mould.	获得邪恶护符的模具	manual	quest	
Olaf's Quest	奥拉夫的任务	manual	quest	
Gain access to the Brine Rat Cavern.	获得进入盐水鼠洞穴的权限	manual	quest	
One Small Favour	一个小忙	manual	quest	
Learn how to brew Guthix Rest Tea.	学习如何酿造古斯休憩茶	manual	quest	
Pirate's Treasure	海盗的宝藏	manual	quest	
Explore a story about buried treasure.	探寻一段关于埋藏宝藏的故事	manual	quest	
Plague City	瘟疫之城	manual	quest	
Unlock the Ardougne teleport spell.	解锁阿多尼城传送法术	manual	quest	
Porcine of Interest, A	有趣的猪	manual	quest	
A Porcine of Interest	有趣的猪	manual	quest	
Learn how to hunt Slayer monsters.	学习如何狩猎''杀戮目标''	manual	quest	
Priest in Peril	危难中的祭司	manual	quest	
Gain access to Morytania.	获得进入莫利塔尼亚的权限	manual	quest	
Prince Ali Rescue	救援阿里王子	manual	quest	
Unlock Sorceress's Garden and gain free use of the Al Kharid Gate.	解锁女巫的花园并获得免费使用阿尔卡里德大门的权限	manual	quest	
Queen of Thieves, The	盗贼女王	manual	quest	
The Queen of Thieves	盗贼女王	manual	quest	
Gain the Port Piscarilius Memoirs teleport.	获得皮斯卡里琉斯港回忆录传送	manual	quest	
Rag and Bone Man I	拾荒者 I	manual	quest	
Assist the Odd Old Man with a collection.	协助怪异的老人完成他的收藏	manual	quest	
Rag and Bone Man II	拾荒者 II	manual	quest	
Further assist the Odd Old Man with a collection.	进一步协助怪异的老人完成他的收藏	manual	quest	
Ratcatchers	捕鼠者	manual	quest	
Learn new cat training methods.	学习新的猫咪训练方法	manual	quest	
Recipe for Disaster	灾难食谱	manual	quest	
Recruitment Drive	招募行动	manual	quest	
Gain a set of Initiate Armour.	获得一套入教者盔甲	manual	quest	
Regicide	弑君	manual	quest	
Gain access to Zulrah's Shrine.	获得进入祖尔拉神殿的权限	manual	quest	
Restless Ghost, The	不安的幽灵	manual	quest	
The Restless Ghost	不安的幽灵	manual	quest	
Gain a Ghostspeak Amulet.	获得鬼语护符	manual	quest	
Romeo & Juliet	罗密欧与朱丽叶	manual	quest	
Gain Quest Points.	获得任务点数	manual	quest	
Roving Elves	游荡的精灵	manual	quest	
Gain a Crystal Shield or Bow.	获得水晶盾或水晶弓	manual	quest	
Royal Trouble	皇家麻烦	manual	quest	
Gain enhanced rewards from Miscellenia.	从米斯凯尼亚国获得加强版奖励	manual	quest	
Rum Deal	朗姆酒交易	manual	quest	
Gain a Holy Wrench.	获得神圣扳手	manual	quest	
Rune Mysteries	符石奥秘	manual	quest	
Learn how to mine Rune Essence.	学习如何开采符文精华	manual	quest	
Scorpion Catcher	蝎子捕手	manual	quest	
Help Thormac with a scorpion problem.	帮助索马克解决蝎子问题	manual	quest	
Sea Slug	海蛞蝓	manual	quest	
Gain access to the Fishing Platform.	获得进入钓鱼平台的权限	manual	quest	
Shades of Mort'ton	莫顿镇的阴影	manual	quest	
Gain access to the Shades of Mort'ton minigame.	获得进入莫顿镇的阴影小游戏的权限	manual	quest	
Shadow of the Storm	风暴之影	manual	quest	
Assist Father Reen against an evil in the desert.	协助雷恩神父对抗沙漠中的邪恶势力	manual	quest	
Sheep Herder	牧羊人	manual	quest	
Assist Councillor Halgrive with some sheep.	协助哈尔格里夫议员处理一些羊	manual	quest	
Sheep Shearer	剪羊毛	manual	quest	
Gain early game Crafting XP.	获得游戏早期的制作经验值	manual	quest	
Shield of Arrav	阿拉夫之盾	manual	quest	
Investigate the whereabouts of the Shield of Arrav.	调查阿拉夫之盾的下落	manual	quest	
Shilo Village	希洛村	manual	quest	
Gain access to Shilo Village.	获得进入希洛村的权限	manual	quest	
Sins of the Father	父辈的罪孽	manual	quest	
Gain access to Darkmeyer.	获得进入达克迈尔的权限	manual	quest	
Skippy and the Mogres	斯基皮和莫格雷食人魔	manual	quest	
MQ: Skippy and the Mogres	迷你任务：斯基皮和莫格雷食人魔	manual	quest	
Learn how to fight Mogres.	学习如何与莫格雷食人魔战斗	manual	quest	
Slug Menace, The	蛞蝓的威胁	manual	quest	
The Slug Menace	蛞蝓的威胁	manual	quest	
Learn how to equip Proselyte Armour.	学习如何装备皈依者盔甲	manual	quest	
Song of the Elves	精灵之歌	manual	quest	
Gain access to Prifddinas.	获得进入普里夫迪纳斯城的权限	manual	quest	
Soul's Bane, A	灵魂之灾	manual	quest	
A Soul's Bane	灵魂之灾	manual	quest	
Help Launa find her family.	帮助劳娜找到她的家人	manual	quest	
Spirits of the Elid	埃利德之灵	manual	quest	
Gain access to Nardah's fountain and shrine.	获得进入那尔达喷泉和神殿的权限	manual	quest	
Swan Song	天鹅曲	manual	quest	
Learn how to catch Monkfish.	学习如何捕捉僧侣鱼	manual	quest	
Tai Bwo Wannai Trio	泰博瓦纳三重奏	manual	quest	
Learn how to catch and cook Karambwan.	学习如何捕捉和烹饪卡拉姆班鱼	manual	quest	
Tail of Two Cats, A	双猫记	manual	quest	
A Tail of Two Cats	双猫记	manual	quest	
Tale of the Righteous	正义传说	manual	quest	
Gain the Shayzien Memoirs teleport.	获得谢兹恩回忆录传送	manual	quest	
Taste of Hope, A	希望的味道	manual	quest	
A Taste of Hope	希望的味道	manual	quest	
Gain Drakan's Medallion.	获得德拉坎奖章	manual	quest	
Tears of Guthix	古斯之泪	manual	quest	
Gain access to the Tears of Guthix minigame.	获得进入古斯之泪小游戏的权限	manual	quest	
Temple of Ikov	伊科夫神殿	manual	quest	
Throne of Miscellania	米斯凯尼亚王座	manual	quest	
Learn how to manage the Kingdom of Miscellania.	学习如何管理米斯凯尼亚王国	manual	quest	
Tourist Trap, The	旅游陷阱	manual	quest	
The Tourist Trap	旅游陷阱	manual	quest	
Learn how to smith Darts.	学习如何锻造飞镖	manual	quest	
Tower of Life	生命之塔	manual	quest	
Gain access to the Creature Creation minigame.	获得进入生物创造小游戏的权限	manual	quest	
Tree Gnome Village	地精村庄	manual	quest	
Gain access to Spirit Tree teleportation.	获得使用灵魂树传送的权限	manual	quest	
Tribal Totem	部落图腾	manual	quest	
Troll Romance	巨魔浪漫史	manual	quest	
Gain a Sled.	获得雪橇	manual	quest	
Troll Stronghold	巨魔要塞	manual	quest	
Gain access to the God Wars Dungeon.	获得进入神战地牢的权限	manual	quest	
Underground Pass	地下通道	manual	quest	
Gain Iban's Staff.	获得伊班的法杖	manual	quest	
Vampyre Slayer	吸血鬼杀手	manual	quest	
Help the people of Draynor Village with a vampyre problem.	帮助德雷诺村的村民解决吸血鬼问题	manual	quest	
Wanted!	通缉！	manual	quest	
Gain access to the White Knight Armoury.	获得进入白骑士军械库的权限	manual	quest	
Watchtower	瞭望塔	manual	quest	
Unlock the Watchtower teleport spell.	解锁瞭望塔传送法术	manual	quest	
Waterfall Quest	瀑布任务	manual	quest	
Gain great combat XP.	获得大量战斗经验值	manual	quest	
What Lies Below	下方之物	manual	quest	
Learn a shortcut to the Chaos Altar.	学习前往混沌祭坛的捷径	manual	quest	
Witch's House	女巫小屋	manual	quest	
Witch's Potion	女巫的药水	manual	quest	
X Marks the Spot	X 标记地点	manual	quest	
Learn about Clue Scrolls and Kourend.	了解线索卷轴和库兰德王国	manual	quest	
Zogre Flesh Eaters	佐格雷食人魔	manual	quest	
Learn how to make Relicym's Balm.	学习如何制作雷利姆药膏	manual	quest	
Frozen Door, The	冰冻之门	manual	quest	
The Frozen Door	冰冻之门	manual	quest	
MQ: The Frozen Door	迷你任务：冰冻之门	manual	quest	
Gain access to Nex in the God Wars Dungeon.	获得在神战地牢中挑战奈克斯的权限	manual	quest	
Land of the Goblins	哥布林之地	manual	quest	
Continue the Dorgeshuun storyline.	继续多格舒恩故事线	manual	quest	
